*r,rtscbin,sc_cat,value
p19037,bin1,cap,1000
p19037,bin2,cost,200
p19037,bin2,cap,2000
p19037,bin3,cost,2000
p19037,bin3,cap,20000
p19043,bin1,cost,65
p19043,bin1,cap,1000
p19043,bin2,cost,200
p19043,bin2,cap,2000
p19043,bin3,cost,2000
p19043,bin3,cap,20000
p19065,bin1,cost,65
p19065,bin1,cap,1000
p19065,bin2,cost,200
p19065,bin2,cap,2000
p19065,bin3,cost,2000
p19065,bin3,cap,20000
p19067,bin1,cost,65
p19067,bin1,cap,1000
p19067,bin2,cost,200
p19067,bin2,cap,2000
p19067,bin3,cost,2000
p19067,bin3,cap,20000
p19075,bin1,cost,65
p19075,bin1,cap,1000
p19075,bin2,cost,200
p19075,bin2,cap,2000
p19075,bin3,cost,2000
p19075,bin3,cap,20000
p19089,bin1,cost,65
p19089,bin1,cap,1000
p19089,bin2,cost,200
p19089,bin2,cap,2000
p19089,bin3,cost,2000
p19089,bin3,cap,20000
p19131,bin1,cost,65
p19131,bin1,cap,1000
p19131,bin2,cost,200
p19131,bin2,cap,2000
p19131,bin3,cost,2000
p19131,bin3,cap,20000
p19191,bin1,cost,65
p19191,bin1,cap,1000
p19191,bin2,cost,200
p19191,bin2,cap,2000
p19191,bin3,cost,2000
p19191,bin3,cap,20000
p19001,bin1,cost,65
p19001,bin1,cap,1000
p19001,bin2,cost,200
p19001,bin2,cap,2000
p19001,bin3,cost,2000
p19001,bin3,cap,20000
p19003,bin1,cost,65
p19003,bin1,cap,1000
p19003,bin2,cost,200
p19003,bin2,cap,2000
p19003,bin3,cost,2000
p19003,bin3,cap,20000
p19007,bin1,cost,65
p19007,bin1,cap,1000
p19007,bin2,cost,200
p19007,bin2,cap,2000
p19007,bin3,cost,2000
p19007,bin3,cap,20000
p19011,bin1,cost,65
p19011,bin1,cap,1000
p19011,bin2,cost,200
p19011,bin2,cap,2000
p19011,bin3,cost,2000
p19011,bin3,cap,20000
p19015,bin1,cost,65
p19015,bin1,cap,1000
p19015,bin2,cost,200
p19015,bin2,cap,2000
p19015,bin3,cost,2000
p19015,bin3,cap,20000
p19029,bin1,cost,65
p19029,bin1,cap,1000
p19029,bin2,cost,200
p19029,bin2,cap,2000
p19029,bin3,cost,2000
p19029,bin3,cap,20000
p19031,bin1,cost,65
p19031,bin1,cap,1000
p19031,bin2,cost,200
p19031,bin2,cap,2000
p19031,bin3,cost,2000
p19031,bin3,cap,20000
p19039,bin1,cost,65
p19039,bin1,cap,1000
p19039,bin2,cost,200
p19039,bin2,cap,2000
p19039,bin3,cost,2000
p19039,bin3,cap,20000
p19045,bin1,cost,65
p19045,bin1,cap,1000
p19045,bin2,cost,200
p19045,bin2,cap,2000
p19045,bin3,cost,2000
p19045,bin3,cap,20000
p19049,bin1,cost,65
p19049,bin1,cap,1000
p19049,bin2,cost,200
p19049,bin2,cap,2000
p19049,bin3,cost,2000
p19049,bin3,cap,20000
p19051,bin1,cost,65
p19051,bin1,cap,1000
p19051,bin2,cost,200
p19051,bin2,cap,2000
p19051,bin3,cost,2000
p19051,bin3,cap,20000
p19053,bin1,cost,65
p19053,bin1,cap,1000
p19053,bin2,cost,200
p19053,bin2,cap,2000
p19053,bin3,cost,2000
p19053,bin3,cap,20000
p19055,bin1,cost,65
p19055,bin1,cap,1000
p19055,bin2,cost,200
p19055,bin2,cap,2000
p19055,bin3,cost,2000
p19055,bin3,cap,20000
p19057,bin1,cost,65
p19057,bin1,cap,1000
p19057,bin2,cost,200
p19057,bin2,cap,2000
p19057,bin3,cost,2000
p19057,bin3,cap,20000
p19061,bin1,cost,65
p19061,bin1,cap,1000
p19061,bin2,cost,200
p19061,bin2,cap,2000
p19061,bin3,cost,2000
p19061,bin3,cap,20000
p19073,bin1,cost,65
p19073,bin1,cap,1000
p19073,bin2,cost,200
p19073,bin2,cap,2000
p19073,bin3,cost,2000
p19073,bin3,cap,20000
p19077,bin1,cost,65
p19077,bin1,cap,1000
p19077,bin2,cost,200
p19077,bin2,cap,2000
p19077,bin3,cost,2000
p19077,bin3,cap,20000
p19079,bin1,cost,65
p19079,bin1,cap,1000
p19079,bin2,cost,200
p19079,bin2,cap,2000
p19079,bin3,cost,2000
p19079,bin3,cap,20000
p19083,bin1,cost,65
p19083,bin1,cap,1000
p19083,bin2,cost,200
p19083,bin2,cap,2000
p19083,bin3,cost,2000
p19083,bin3,cap,20000
p19087,bin1,cost,65
p19087,bin1,cap,1000
p19087,bin2,cost,200
p19087,bin2,cap,2000
p19087,bin3,cost,2000
p19087,bin3,cap,20000
p19095,bin1,cost,65
p19095,bin1,cap,1000
p19095,bin2,cost,200
p19095,bin2,cap,2000
p19095,bin3,cost,2000
p19095,bin3,cap,20000
p19097,bin1,cost,65
p19097,bin1,cap,1000
p19097,bin2,cost,200
p19097,bin2,cap,2000
p19097,bin3,cost,2000
p19097,bin3,cap,20000
p19099,bin1,cost,65
p19099,bin1,cap,1000
p19099,bin2,cost,200
p19099,bin2,cap,2000
p19099,bin3,cost,2000
p19099,bin3,cap,20000
p19101,bin1,cost,65
p19101,bin1,cap,1000
p19101,bin2,cost,200
p19101,bin2,cap,2000
p19101,bin3,cost,2000
p19101,bin3,cap,20000
p19103,bin1,cost,65
p19103,bin1,cap,1000
p19103,bin2,cost,200
p19103,bin2,cap,2000
p19103,bin3,cost,2000
p19103,bin3,cap,20000
p19105,bin1,cost,65
p19105,bin1,cap,1000
p19105,bin2,cost,200
p19105,bin2,cap,2000
p19105,bin3,cost,2000
p19105,bin3,cap,20000
p19107,bin1,cost,65
p19107,bin1,cap,1000
p19107,bin2,cost,200
p19107,bin2,cap,2000
p19107,bin3,cost,2000
p19107,bin3,cap,20000
p19111,bin1,cost,65
p19111,bin1,cap,1000
p19111,bin2,cost,200
p19111,bin2,cap,2000
p19111,bin3,cost,2000
p19111,bin3,cap,20000
p19113,bin1,cost,65
p19113,bin1,cap,1000
p19113,bin2,cost,200
p19113,bin2,cap,2000
p19113,bin3,cost,2000
p19113,bin3,cap,20000
p19115,bin1,cost,65
p19115,bin1,cap,1000
p19115,bin2,cost,200
p19115,bin2,cap,2000
p19115,bin3,cost,2000
p19115,bin3,cap,20000
p19117,bin1,cost,65
p19117,bin1,cap,1000
p19117,bin2,cost,200
p19117,bin2,cap,2000
p19117,bin3,cost,2000
p19117,bin3,cap,20000
p19121,bin1,cost,65
p19121,bin1,cap,1000
p19121,bin2,cost,200
p19121,bin2,cap,2000
p19121,bin3,cost,2000
p19121,bin3,cap,20000
p19123,bin1,cost,65
p19123,bin1,cap,1000
p19123,bin2,cost,200
p19123,bin2,cap,2000
p19123,bin3,cost,2000
p19123,bin3,cap,20000
p19125,bin1,cost,65
p19125,bin1,cap,1000
p19125,bin2,cost,200
p19125,bin2,cap,2000
p19125,bin3,cost,2000
p19125,bin3,cap,20000
p19127,bin1,cost,65
p19127,bin1,cap,1000
p19127,bin2,cost,200
p19127,bin2,cap,2000
p19127,bin3,cost,2000
p19127,bin3,cap,20000
p19135,bin1,cost,65
p19135,bin1,cap,1000
p19135,bin2,cost,200
p19135,bin2,cap,2000
p19135,bin3,cost,2000
p19135,bin3,cap,20000
p19139,bin1,cost,65
p19139,bin1,cap,1000
p19139,bin2,cost,200
p19139,bin2,cap,2000
p19139,bin3,cost,2000
p19139,bin3,cap,20000
p19153,bin1,cost,65
p19153,bin1,cap,1000
p19153,bin2,cost,200
p19153,bin2,cap,2000
p19153,bin3,cost,2000
p19153,bin3,cap,20000
p19157,bin1,cost,65
p19157,bin1,cap,1000
p19157,bin2,cost,200
p19157,bin2,cap,2000
p19157,bin3,cost,2000
p19157,bin3,cap,20000
p19159,bin1,cost,65
p19159,bin1,cap,1000
p19159,bin2,cost,200
p19159,bin2,cap,2000
p19159,bin3,cost,2000
p19159,bin3,cap,20000
p19163,bin1,cost,65
p19163,bin1,cap,1000
p19163,bin2,cost,200
p19163,bin2,cap,2000
p19163,bin3,cost,2000
p19163,bin3,cap,20000
p19169,bin1,cost,65
p19169,bin1,cap,1000
p19169,bin2,cost,200
p19169,bin2,cap,2000
p19169,bin3,cost,2000
p19169,bin3,cap,20000
p19171,bin1,cost,65
p19171,bin1,cap,1000
p19171,bin2,cost,200
p19171,bin2,cap,2000
p19171,bin3,cost,2000
p19171,bin3,cap,20000
p19175,bin1,cost,65
p19175,bin1,cap,1000
p19175,bin2,cost,200
p19175,bin2,cap,2000
p19175,bin3,cost,2000
p19175,bin3,cap,20000
p19177,bin1,cost,65
p19177,bin1,cap,1000
p19177,bin2,cost,200
p19177,bin2,cap,2000
p19177,bin3,cost,2000
p19177,bin3,cap,20000
p19179,bin1,cost,65
p19179,bin1,cap,1000
p19179,bin2,cost,200
p19179,bin2,cap,2000
p19179,bin3,cost,2000
p19179,bin3,cap,20000
p19181,bin1,cost,65
p19181,bin1,cap,1000
p19181,bin2,cost,200
p19181,bin2,cap,2000
p19181,bin3,cost,2000
p19181,bin3,cap,20000
p19183,bin1,cost,65
p19183,bin1,cap,1000
p19183,bin2,cost,200
p19183,bin2,cap,2000
p19183,bin3,cost,2000
p19183,bin3,cap,20000
p19185,bin1,cost,65
p19185,bin1,cap,1000
p19185,bin2,cost,200
p19185,bin2,cap,2000
p19185,bin3,cost,2000
p19185,bin3,cap,20000
p29001,bin1,cost,65
p29001,bin1,cap,1000
p29001,bin2,cost,200
p29001,bin2,cap,2000
p29001,bin3,cost,2000
p29001,bin3,cap,20000
p29045,bin1,cost,65
p29045,bin1,cap,1000
p29045,bin2,cost,200
p29045,bin2,cap,2000
p29045,bin3,cost,2000
p29045,bin3,cap,20000
p29103,bin1,cost,65
p29103,bin1,cap,1000
p29103,bin2,cost,200
p29103,bin2,cap,2000
p29103,bin3,cost,2000
p29103,bin3,cap,20000
p29111,bin1,cost,65
p29111,bin1,cap,1000
p29111,bin2,cost,200
p29111,bin2,cap,2000
p29111,bin3,cost,2000
p29111,bin3,cap,20000
p29121,bin1,cost,65
p29121,bin1,cap,1000
p29121,bin2,cost,200
p29121,bin2,cap,2000
p29121,bin3,cost,2000
p29121,bin3,cap,20000
p29127,bin1,cost,65
p29127,bin1,cap,1000
p29127,bin2,cost,200
p29127,bin2,cap,2000
p29127,bin3,cost,2000
p29127,bin3,cap,20000
p29137,bin1,cost,65
p29137,bin1,cap,1000
p29137,bin2,cost,200
p29137,bin2,cap,2000
p29137,bin3,cost,2000
p29137,bin3,cap,20000
p29173,bin1,cost,65
p29173,bin1,cap,1000
p29173,bin2,cost,200
p29173,bin2,cap,2000
p29173,bin3,cost,2000
p29173,bin3,cap,20000
p29197,bin1,cost,65
p29197,bin1,cap,1000
p29197,bin2,cost,200
p29197,bin2,cap,2000
p29197,bin3,cost,2000
p29197,bin3,cap,20000
p29199,bin1,cost,65
p29199,bin1,cap,1000
p29199,bin2,cost,200
p29199,bin2,cap,2000
p29199,bin3,cost,2000
p29199,bin3,cap,20000
p29205,bin1,cost,65
p29205,bin1,cap,1000
p29205,bin2,cost,200
p29205,bin2,cap,2000
p29205,bin3,cost,2000
p29205,bin3,cap,20000
p29007,bin1,cost,65
p29007,bin1,cap,1000
p29007,bin2,cost,200
p29007,bin2,cap,2000
p29007,bin3,cost,2000
p29007,bin3,cap,20000
p29019,bin1,cost,65
p29019,bin1,cap,1000
p29019,bin2,cost,200
p29019,bin2,cap,2000
p29019,bin3,cost,2000
p29019,bin3,cap,20000
p29027,bin1,cost,65
p29027,bin1,cap,1000
p29027,bin2,cost,200
p29027,bin2,cap,2000
p29027,bin3,cost,2000
p29027,bin3,cap,20000
p29031,bin1,cost,65
p29031,bin1,cap,1000
p29031,bin2,cost,200
p29031,bin2,cap,2000
p29031,bin3,cost,2000
p29031,bin3,cap,20000
p29051,bin1,cost,65
p29051,bin1,cap,1000
p29051,bin2,cost,200
p29051,bin2,cap,2000
p29051,bin3,cost,2000
p29051,bin3,cap,20000
p29053,bin1,cost,65
p29053,bin1,cap,1000
p29053,bin2,cost,200
p29053,bin2,cap,2000
p29053,bin3,cost,2000
p29053,bin3,cap,20000
p29071,bin1,cost,65
p29071,bin1,cap,1000
p29071,bin2,cost,200
p29071,bin2,cap,2000
p29071,bin3,cost,2000
p29071,bin3,cap,20000
p29073,bin1,cost,65
p29073,bin1,cap,1000
p29073,bin2,cost,200
p29073,bin2,cap,2000
p29073,bin3,cost,2000
p29073,bin3,cap,20000
p29089,bin1,cost,65
p29089,bin1,cap,1000
p29089,bin2,cost,200
p29089,bin2,cap,2000
p29089,bin3,cost,2000
p29089,bin3,cap,20000
p29099,bin1,cost,65
p29099,bin1,cap,1000
p29099,bin2,cost,200
p29099,bin2,cap,2000
p29099,bin3,cost,2000
p29099,bin3,cap,20000
p29113,bin1,cost,65
p29113,bin1,cap,1000
p29113,bin2,cost,200
p29113,bin2,cap,2000
p29113,bin3,cost,2000
p29113,bin3,cap,20000
p29125,bin1,cost,65
p29125,bin1,cap,1000
p29125,bin2,cost,200
p29125,bin2,cap,2000
p29125,bin3,cost,2000
p29125,bin3,cap,20000
p29131,bin1,cost,65
p29131,bin1,cap,1000
p29131,bin2,cost,200
p29131,bin2,cap,2000
p29131,bin3,cost,2000
p29131,bin3,cap,20000
p29133,bin1,cost,65
p29133,bin1,cap,1000
p29133,bin2,cost,200
p29133,bin2,cap,2000
p29133,bin3,cost,2000
p29133,bin3,cap,20000
p29135,bin1,cost,65
p29135,bin1,cap,1000
p29135,bin2,cost,200
p29135,bin2,cap,2000
p29135,bin3,cost,2000
p29135,bin3,cap,20000
p29139,bin1,cost,65
p29139,bin1,cap,1000
p29139,bin2,cost,200
p29139,bin2,cap,2000
p29139,bin3,cost,2000
p29139,bin3,cap,20000
p29141,bin1,cost,65
p29141,bin1,cap,1000
p29141,bin2,cost,200
p29141,bin2,cap,2000
p29141,bin3,cost,2000
p29141,bin3,cap,20000
p29151,bin1,cost,65
p29151,bin1,cap,1000
p29151,bin2,cost,200
p29151,bin2,cap,2000
p29151,bin3,cost,2000
p29151,bin3,cap,20000
p29157,bin1,cost,65
p29157,bin1,cap,1000
p29157,bin2,cost,200
p29157,bin2,cap,2000
p29157,bin3,cost,2000
p29157,bin3,cap,20000
p29163,bin1,cost,65
p29163,bin1,cap,1000
p29163,bin2,cost,200
p29163,bin2,cap,2000
p29163,bin3,cost,2000
p29163,bin3,cap,20000
p29175,bin1,cost,65
p29175,bin1,cap,1000
p29175,bin2,cost,200
p29175,bin2,cap,2000
p29175,bin3,cost,2000
p29175,bin3,cap,20000
p29183,bin1,cost,65
p29183,bin1,cap,1000
p29183,bin2,cost,200
p29183,bin2,cap,2000
p29183,bin3,cost,2000
p29183,bin3,cap,20000
p29186,bin1,cost,65
p29186,bin1,cap,1000
p29186,bin2,cost,200
p29186,bin2,cap,2000
p29186,bin3,cost,2000
p29186,bin3,cap,20000
p29187,bin1,cost,65
p29187,bin1,cap,1000
p29187,bin2,cost,200
p29187,bin2,cap,2000
p29187,bin3,cost,2000
p29187,bin3,cap,20000
p29189,bin1,cost,65
p29189,bin1,cap,1000
p29189,bin2,cost,200
p29189,bin2,cap,2000
p29189,bin3,cost,2000
p29189,bin3,cap,20000
p29201,bin1,cost,65
p29201,bin1,cap,1000
p29201,bin2,cost,200
p29201,bin2,cap,2000
p29201,bin3,cost,2000
p29201,bin3,cap,20000
p29219,bin1,cost,65
p29219,bin1,cap,1000
p29219,bin2,cost,200
p29219,bin2,cap,2000
p29219,bin3,cost,2000
p29219,bin3,cap,20000
p29510,bin1,cost,65
p29510,bin1,cap,1000
p29510,bin2,cost,200
p29510,bin2,cap,2000
p29510,bin3,cost,2000
p29510,bin3,cap,20000
p29017,bin1,cost,65
p29017,bin1,cap,1000
p29017,bin2,cost,200
p29017,bin2,cap,2000
p29017,bin3,cost,2000
p29017,bin3,cap,20000
p29055,bin1,cost,65
p29055,bin1,cap,1000
p29055,bin2,cost,200
p29055,bin2,cap,2000
p29055,bin3,cost,2000
p29055,bin3,cap,20000
p29093,bin1,cost,65
p29093,bin1,cap,1000
p29093,bin2,cost,200
p29093,bin2,cap,2000
p29093,bin3,cost,2000
p29093,bin3,cap,20000
p29123,bin1,cost,65
p29123,bin1,cap,1000
p29123,bin2,cost,200
p29123,bin2,cap,2000
p29123,bin3,cost,2000
p29123,bin3,cap,20000
p29161,bin1,cost,65
p29161,bin1,cap,1000
p29161,bin2,cost,200
p29161,bin2,cap,2000
p29161,bin3,cost,2000
p29161,bin3,cap,20000
p29169,bin1,cost,65
p29169,bin1,cap,1000
p29169,bin2,cost,200
p29169,bin2,cap,2000
p29169,bin3,cost,2000
p29169,bin3,cap,20000
p29179,bin1,cost,65
p29179,bin1,cap,1000
p29179,bin2,cost,200
p29179,bin2,cap,2000
p29179,bin3,cost,2000
p29179,bin3,cap,20000
p29221,bin1,cost,65
p29221,bin1,cap,1000
p29221,bin2,cost,200
p29221,bin2,cap,2000
p29221,bin3,cost,2000
p29221,bin3,cap,20000
p26003,bin1,cost,65
p26003,bin1,cap,1000
p26003,bin2,cost,200
p26003,bin2,cap,2000
p26003,bin3,cost,2000
p26003,bin3,cap,20000
p26013,bin1,cost,65
p26013,bin1,cap,1000
p26013,bin2,cost,200
p26013,bin2,cap,2000
p26013,bin3,cost,2000
p26013,bin3,cap,20000
p26041,bin1,cost,65
p26041,bin1,cap,1000
p26041,bin2,cost,200
p26041,bin2,cap,2000
p26041,bin3,cost,2000
p26041,bin3,cap,20000
p26043,bin1,cost,65
p26043,bin1,cap,1000
p26043,bin2,cost,200
p26043,bin2,cap,2000
p26043,bin3,cost,2000
p26043,bin3,cap,20000
p26053,bin1,cost,65
p26053,bin1,cap,1000
p26053,bin2,cost,200
p26053,bin2,cap,2000
p26053,bin3,cost,2000
p26053,bin3,cap,20000
p26061,bin1,cost,65
p26061,bin1,cap,1000
p26061,bin2,cost,200
p26061,bin2,cap,2000
p26061,bin3,cost,2000
p26061,bin3,cap,20000
p26071,bin1,cost,65
p26071,bin1,cap,1000
p26071,bin2,cost,200
p26071,bin2,cap,2000
p26071,bin3,cost,2000
p26071,bin3,cap,20000
p26083,bin1,cost,65
p26083,bin1,cap,1000
p26083,bin2,cost,200
p26083,bin2,cap,2000
p26083,bin3,cost,2000
p26083,bin3,cap,20000
p26103,bin1,cost,65
p26103,bin1,cap,1000
p26103,bin2,cost,200
p26103,bin2,cap,2000
p26103,bin3,cost,2000
p26103,bin3,cap,20000
p26109,bin1,cost,65
p26109,bin1,cap,1000
p26109,bin2,cost,200
p26109,bin2,cap,2000
p26109,bin3,cost,2000
p26109,bin3,cap,20000
p26131,bin1,cost,65
p26131,bin1,cap,1000
p26131,bin2,cost,200
p26131,bin2,cap,2000
p26131,bin3,cost,2000
p26131,bin3,cap,20000
p55009,bin1,cost,65
p55009,bin1,cap,1000
p55009,bin2,cost,200
p55009,bin2,cap,2000
p55009,bin3,cost,2000
p55009,bin3,cap,20000
p55029,bin1,cost,65
p55029,bin1,cap,1000
p55029,bin2,cost,200
p55029,bin2,cap,2000
p55029,bin3,cost,2000
p55029,bin3,cap,20000
p55037,bin1,cost,65
p55037,bin1,cap,1000
p55037,bin2,cost,200
p55037,bin2,cap,2000
p55037,bin3,cost,2000
p55037,bin3,cap,20000
p55041,bin1,cost,65
p55041,bin1,cap,1000
p55041,bin2,cost,200
p55041,bin2,cap,2000
p55041,bin3,cost,2000
p55041,bin3,cap,20000
p55061,bin1,cost,65
p55061,bin1,cap,1000
p55061,bin2,cost,200
p55061,bin2,cap,2000
p55061,bin3,cost,2000
p55061,bin3,cap,20000
p55067,bin1,cost,65
p55067,bin1,cap,1000
p55067,bin2,cost,200
p55067,bin2,cap,2000
p55067,bin3,cost,2000
p55067,bin3,cap,20000
p55069,bin1,cost,65
p55069,bin1,cap,1000
p55069,bin2,cost,200
p55069,bin2,cap,2000
p55069,bin3,cost,2000
p55069,bin3,cap,20000
p55071,bin1,cost,65
p55071,bin1,cap,1000
p55071,bin2,cost,200
p55071,bin2,cap,2000
p55071,bin3,cost,2000
p55071,bin3,cap,20000
p55073,bin1,cost,65
p55073,bin1,cap,1000
p55073,bin2,cost,200
p55073,bin2,cap,2000
p55073,bin3,cost,2000
p55073,bin3,cap,20000
p55075,bin1,cost,65
p55075,bin1,cap,1000
p55075,bin2,cost,200
p55075,bin2,cap,2000
p55075,bin3,cost,2000
p55075,bin3,cap,20000
p55083,bin1,cost,65
p55083,bin1,cap,1000
p55083,bin2,cost,200
p55083,bin2,cap,2000
p55083,bin3,cost,2000
p55083,bin3,cap,20000
p55085,bin1,cost,65
p55085,bin1,cap,1000
p55085,bin2,cost,200
p55085,bin2,cap,2000
p55085,bin3,cost,2000
p55085,bin3,cap,20000
p55097,bin1,cost,65
p55097,bin1,cap,1000
p55097,bin2,cost,200
p55097,bin2,cap,2000
p55097,bin3,cost,2000
p55097,bin3,cap,20000
p55125,bin1,cost,65
p55125,bin1,cap,1000
p55125,bin2,cost,200
p55125,bin2,cap,2000
p55125,bin3,cost,2000
p55125,bin3,cap,20000
p55001,bin1,cost,65
p55001,bin1,cap,1000
p55001,bin2,cost,200
p55001,bin2,cap,2000
p55001,bin3,cost,2000
p55001,bin3,cap,20000
p55015,bin1,cost,65
p55015,bin1,cap,1000
p55015,bin2,cost,200
p55015,bin2,cap,2000
p55015,bin3,cost,2000
p55015,bin3,cap,20000
p55021,bin1,cost,65
p55021,bin1,cap,1000
p55021,bin2,cost,200
p55021,bin2,cap,2000
p55021,bin3,cost,2000
p55021,bin3,cap,20000
p55027,bin1,cost,65
p55027,bin1,cap,1000
p55027,bin2,cost,200
p55027,bin2,cap,2000
p55027,bin3,cost,2000
p55027,bin3,cap,20000
p55039,bin1,cost,65
p55039,bin1,cap,1000
p55039,bin2,cost,200
p55039,bin2,cap,2000
p55039,bin3,cost,2000
p55039,bin3,cap,20000
p55047,bin1,cost,65
p55047,bin1,cap,1000
p55047,bin2,cost,200
p55047,bin2,cap,2000
p55047,bin3,cost,2000
p55047,bin3,cap,20000
p55057,bin1,cost,65
p55057,bin1,cap,1000
p55057,bin2,cost,200
p55057,bin2,cap,2000
p55057,bin3,cost,2000
p55057,bin3,cap,20000
p55077,bin1,cost,65
p55077,bin1,cap,1000
p55077,bin2,cost,200
p55077,bin2,cap,2000
p55077,bin3,cost,2000
p55077,bin3,cap,20000
p55078,bin1,cost,65
p55078,bin1,cap,1000
p55078,bin2,cost,200
p55078,bin2,cap,2000
p55078,bin3,cost,2000
p55078,bin3,cap,20000
p55087,bin1,cost,65
p55087,bin1,cap,1000
p55087,bin2,cost,200
p55087,bin2,cap,2000
p55087,bin3,cost,2000
p55087,bin3,cap,20000
p55115,bin1,cost,65
p55115,bin1,cap,1000
p55115,bin2,cost,200
p55115,bin2,cap,2000
p55115,bin3,cost,2000
p55115,bin3,cap,20000
p55135,bin1,cost,65
p55135,bin1,cap,1000
p55135,bin2,cost,200
p55135,bin2,cap,2000
p55135,bin3,cost,2000
p55135,bin3,cap,20000
p55137,bin1,cost,65
p55137,bin1,cap,1000
p55137,bin2,cost,200
p55137,bin2,cap,2000
p55137,bin3,cost,2000
p55137,bin3,cap,20000
p55139,bin1,cost,65
p55139,bin1,cap,1000
p55139,bin2,cost,200
p55139,bin2,cap,2000
p55139,bin3,cost,2000
p55139,bin3,cap,20000
p55141,bin1,cost,65
p55141,bin1,cap,1000
p55141,bin2,cost,200
p55141,bin2,cap,2000
p55141,bin3,cost,2000
p55141,bin3,cap,20000
p55023,bin1,cost,65
p55023,bin1,cap,1000
p55023,bin2,cost,200
p55023,bin2,cap,2000
p55023,bin3,cost,2000
p55023,bin3,cap,20000
p55043,bin1,cost,65
p55043,bin1,cap,1000
p55043,bin2,cost,200
p55043,bin2,cap,2000
p55043,bin3,cost,2000
p55043,bin3,cap,20000
p55049,bin1,cost,65
p55049,bin1,cap,1000
p55049,bin2,cost,200
p55049,bin2,cap,2000
p55049,bin3,cost,2000
p55049,bin3,cap,20000
p55053,bin1,cost,65
p55053,bin1,cap,1000
p55053,bin2,cost,200
p55053,bin2,cap,2000
p55053,bin3,cost,2000
p55053,bin3,cap,20000
p55065,bin1,cost,65
p55065,bin1,cap,1000
p55065,bin2,cost,200
p55065,bin2,cap,2000
p55065,bin3,cost,2000
p55065,bin3,cap,20000
p55081,bin1,cost,65
p55081,bin1,cap,1000
p55081,bin2,cost,200
p55081,bin2,cap,2000
p55081,bin3,cost,2000
p55081,bin3,cap,20000
p55103,bin1,cost,65
p55103,bin1,cap,1000
p55103,bin2,cost,200
p55103,bin2,cap,2000
p55103,bin3,cost,2000
p55103,bin3,cap,20000
p55111,bin1,cost,65
p55111,bin1,cap,1000
p55111,bin2,cost,200
p55111,bin2,cap,2000
p55111,bin3,cost,2000
p55111,bin3,cap,20000
p55123,bin1,cost,65
p55123,bin1,cap,1000
p55123,bin2,cost,200
p55123,bin2,cap,2000
p55123,bin3,cost,2000
p55123,bin3,cap,20000
p55025,bin1,cost,65
p55025,bin1,cap,1000
p55025,bin2,cost,200
p55025,bin2,cap,2000
p55025,bin3,cost,2000
p55025,bin3,cap,20000
p55045,bin1,cost,65
p55045,bin1,cap,1000
p55045,bin2,cost,200
p55045,bin2,cap,2000
p55045,bin3,cost,2000
p55045,bin3,cap,20000
p55105,bin1,cost,65
p55105,bin1,cap,1000
p55105,bin2,cost,200
p55105,bin2,cap,2000
p55105,bin3,cost,2000
p55105,bin3,cap,20000
p55055,bin1,cost,65
p55055,bin1,cap,1000
p55055,bin2,cost,200
p55055,bin2,cap,2000
p55055,bin3,cost,2000
p55055,bin3,cap,20000
p55059,bin1,cost,65
p55059,bin1,cap,1000
p55059,bin2,cost,200
p55059,bin2,cap,2000
p55059,bin3,cost,2000
p55059,bin3,cap,20000
p55079,bin1,cost,65
p55079,bin1,cap,1000
p55079,bin2,cost,200
p55079,bin2,cap,2000
p55079,bin3,cost,2000
p55079,bin3,cap,20000
p55089,bin1,cost,65
p55089,bin1,cap,1000
p55089,bin2,cost,200
p55089,bin2,cap,2000
p55089,bin3,cost,2000
p55089,bin3,cap,20000
p55101,bin1,cost,65
p55101,bin1,cap,1000
p55101,bin2,cost,200
p55101,bin2,cap,2000
p55101,bin3,cost,2000
p55101,bin3,cap,20000
p55117,bin1,cost,65
p55117,bin1,cap,1000
p55117,bin2,cost,200
p55117,bin2,cap,2000
p55117,bin3,cost,2000
p55117,bin3,cap,20000
p55127,bin1,cost,65
p55127,bin1,cap,1000
p55127,bin2,cost,200
p55127,bin2,cap,2000
p55127,bin3,cost,2000
p55127,bin3,cap,20000
p55131,bin1,cost,65
p55131,bin1,cap,1000
p55131,bin2,cost,200
p55131,bin2,cap,2000
p55131,bin3,cost,2000
p55131,bin3,cap,20000
p55133,bin1,cost,65
p55133,bin1,cap,1000
p55133,bin2,cost,200
p55133,bin2,cap,2000
p55133,bin3,cost,2000
p55133,bin3,cap,20000
p17007,bin1,cost,65
p17007,bin1,cap,1000
p17007,bin2,cost,200
p17007,bin2,cap,2000
p17007,bin3,cost,2000
p17007,bin3,cap,20000
p17015,bin1,cost,65
p17015,bin1,cap,1000
p17015,bin2,cost,200
p17015,bin2,cap,2000
p17015,bin3,cost,2000
p17015,bin3,cap,20000
p17031,bin1,cost,65
p17031,bin1,cap,1000
p17031,bin2,cost,200
p17031,bin2,cap,2000
p17031,bin3,cost,2000
p17031,bin3,cap,20000
p17037,bin1,cost,65
p17037,bin1,cap,1000
p17037,bin2,cost,200
p17037,bin2,cap,2000
p17037,bin3,cost,2000
p17037,bin3,cap,20000
p17043,bin1,cost,65
p17043,bin1,cap,1000
p17043,bin2,cost,200
p17043,bin2,cap,2000
p17043,bin3,cost,2000
p17043,bin3,cap,20000
p17063,bin1,cost,65
p17063,bin1,cap,1000
p17063,bin2,cost,200
p17063,bin2,cap,2000
