*r,rtscbin,sc_cat,value
p19123,bin1,cap,1000
p19123,bin2,cost,200
p19123,bin2,cap,2000
p19123,bin3,cost,2000
p19123,bin3,cap,20000
p19125,bin1,cost,65
p19125,bin1,cap,1000
p19125,bin2,cost,200
p19125,bin2,cap,2000
p19125,bin3,cost,2000
p19125,bin3,cap,20000
p19127,bin1,cost,65
p19127,bin1,cap,1000
p19127,bin2,cost,200
p19127,bin2,cap,2000
p19127,bin3,cost,2000
p19127,bin3,cap,20000
p19129,bin1,cost,65
p19129,bin1,cap,1000
p19129,bin2,cost,200
p19129,bin2,cap,2000
p19129,bin3,cost,2000
p19129,bin3,cap,20000
p19131,bin1,cost,65
p19131,bin1,cap,1000
p19131,bin2,cost,200
p19131,bin2,cap,2000
p19131,bin3,cost,2000
p19131,bin3,cap,20000
p19133,bin1,cost,65
p19133,bin1,cap,1000
p19133,bin2,cost,200
p19133,bin2,cap,2000
p19133,bin3,cost,2000
p19133,bin3,cap,20000
p19135,bin1,cost,65
p19135,bin1,cap,1000
p19135,bin2,cost,200
p19135,bin2,cap,2000
p19135,bin3,cost,2000
p19135,bin3,cap,20000
p19137,bin1,cost,65
p19137,bin1,cap,1000
p19137,bin2,cost,200
p19137,bin2,cap,2000
p19137,bin3,cost,2000
p19137,bin3,cap,20000
p19139,bin1,cost,65
p19139,bin1,cap,1000
p19139,bin2,cost,200
p19139,bin2,cap,2000
p19139,bin3,cost,2000
p19139,bin3,cap,20000
p19141,bin1,cost,65
p19141,bin1,cap,1000
p19141,bin2,cost,200
p19141,bin2,cap,2000
p19141,bin3,cost,2000
p19141,bin3,cap,20000
p19143,bin1,cost,65
p19143,bin1,cap,1000
p19143,bin2,cost,200
p19143,bin2,cap,2000
p19143,bin3,cost,2000
p19143,bin3,cap,20000
p19145,bin1,cost,65
p19145,bin1,cap,1000
p19145,bin2,cost,200
p19145,bin2,cap,2000
p19145,bin3,cost,2000
p19145,bin3,cap,20000
p19147,bin1,cost,65
p19147,bin1,cap,1000
p19147,bin2,cost,200
p19147,bin2,cap,2000
p19147,bin3,cost,2000
p19147,bin3,cap,20000
p19149,bin1,cost,65
p19149,bin1,cap,1000
p19149,bin2,cost,200
p19149,bin2,cap,2000
p19149,bin3,cost,2000
p19149,bin3,cap,20000
p19151,bin1,cost,65
p19151,bin1,cap,1000
p19151,bin2,cost,200
p19151,bin2,cap,2000
p19151,bin3,cost,2000
p19151,bin3,cap,20000
p19153,bin1,cost,65
p19153,bin1,cap,1000
p19153,bin2,cost,200
p19153,bin2,cap,2000
p19153,bin3,cost,2000
p19153,bin3,cap,20000
p19155,bin1,cost,65
p19155,bin1,cap,1000
p19155,bin2,cost,200
p19155,bin2,cap,2000
p19155,bin3,cost,2000
p19155,bin3,cap,20000
p19157,bin1,cost,65
p19157,bin1,cap,1000
p19157,bin2,cost,200
p19157,bin2,cap,2000
p19157,bin3,cost,2000
p19157,bin3,cap,20000
p19159,bin1,cost,65
p19159,bin1,cap,1000
p19159,bin2,cost,200
p19159,bin2,cap,2000
p19159,bin3,cost,2000
p19159,bin3,cap,20000
p19161,bin1,cost,65
p19161,bin1,cap,1000
p19161,bin2,cost,200
p19161,bin2,cap,2000
p19161,bin3,cost,2000
p19161,bin3,cap,20000
p19163,bin1,cost,65
p19163,bin1,cap,1000
p19163,bin2,cost,200
p19163,bin2,cap,2000
p19163,bin3,cost,2000
p19163,bin3,cap,20000
p19165,bin1,cost,65
p19165,bin1,cap,1000
p19165,bin2,cost,200
p19165,bin2,cap,2000
p19165,bin3,cost,2000
p19165,bin3,cap,20000
p19167,bin1,cost,65
p19167,bin1,cap,1000
p19167,bin2,cost,200
p19167,bin2,cap,2000
p19167,bin3,cost,2000
p19167,bin3,cap,20000
p19169,bin1,cost,65
p19169,bin1,cap,1000
p19169,bin2,cost,200
p19169,bin2,cap,2000
p19169,bin3,cost,2000
p19169,bin3,cap,20000
p19171,bin1,cost,65
p19171,bin1,cap,1000
p19171,bin2,cost,200
p19171,bin2,cap,2000
p19171,bin3,cost,2000
p19171,bin3,cap,20000
p19173,bin1,cost,65
p19173,bin1,cap,1000
p19173,bin2,cost,200
p19173,bin2,cap,2000
p19173,bin3,cost,2000
p19173,bin3,cap,20000
p19175,bin1,cost,65
p19175,bin1,cap,1000
p19175,bin2,cost,200
p19175,bin2,cap,2000
p19175,bin3,cost,2000
p19175,bin3,cap,20000
p19177,bin1,cost,65
p19177,bin1,cap,1000
p19177,bin2,cost,200
p19177,bin2,cap,2000
p19177,bin3,cost,2000
p19177,bin3,cap,20000
p19179,bin1,cost,65
p19179,bin1,cap,1000
p19179,bin2,cost,200
p19179,bin2,cap,2000
p19179,bin3,cost,2000
p19179,bin3,cap,20000
p19181,bin1,cost,65
p19181,bin1,cap,1000
p19181,bin2,cost,200
p19181,bin2,cap,2000
p19181,bin3,cost,2000
p19181,bin3,cap,20000
p19183,bin1,cost,65
p19183,bin1,cap,1000
p19183,bin2,cost,200
p19183,bin2,cap,2000
p19183,bin3,cost,2000
p19183,bin3,cap,20000
p19185,bin1,cost,65
p19185,bin1,cap,1000
p19185,bin2,cost,200
p19185,bin2,cap,2000
p19185,bin3,cost,2000
p19185,bin3,cap,20000
p19187,bin1,cost,65
p19187,bin1,cap,1000
p19187,bin2,cost,200
p19187,bin2,cap,2000
p19187,bin3,cost,2000
p19187,bin3,cap,20000
p19189,bin1,cost,65
p19189,bin1,cap,1000
p19189,bin2,cost,200
p19189,bin2,cap,2000
p19189,bin3,cost,2000
p19189,bin3,cap,20000
p19191,bin1,cost,65
p19191,bin1,cap,1000
p19191,bin2,cost,200
p19191,bin2,cap,2000
p19191,bin3,cost,2000
p19191,bin3,cap,20000
p19193,bin1,cost,65
p19193,bin1,cap,1000
p19193,bin2,cost,200
p19193,bin2,cap,2000
p19193,bin3,cost,2000
p19193,bin3,cap,20000
p19195,bin1,cost,65
p19195,bin1,cap,1000
p19195,bin2,cost,200
p19195,bin2,cap,2000
p19195,bin3,cost,2000
p19195,bin3,cap,20000
p19197,bin1,cost,65
p19197,bin1,cap,1000
p19197,bin2,cost,200
p19197,bin2,cap,2000
p19197,bin3,cost,2000
p19197,bin3,cap,20000
p21001,bin1,cost,65
p21001,bin1,cap,1000
p21001,bin2,cost,200
p21001,bin2,cap,2000
p21001,bin3,cost,2000
p21001,bin3,cap,20000
p21003,bin1,cost,65
p21003,bin1,cap,1000
p21003,bin2,cost,200
p21003,bin2,cap,2000
p21003,bin3,cost,2000
p21003,bin3,cap,20000
p21005,bin1,cost,65
p21005,bin1,cap,1000
p21005,bin2,cost,200
p21005,bin2,cap,2000
p21005,bin3,cost,2000
p21005,bin3,cap,20000
p21007,bin1,cost,65
p21007,bin1,cap,1000
p21007,bin2,cost,200
p21007,bin2,cap,2000
p21007,bin3,cost,2000
p21007,bin3,cap,20000
p21009,bin1,cost,65
p21009,bin1,cap,1000
p21009,bin2,cost,200
p21009,bin2,cap,2000
p21009,bin3,cost,2000
p21009,bin3,cap,20000
p21011,bin1,cost,65
p21011,bin1,cap,1000
p21011,bin2,cost,200
p21011,bin2,cap,2000
p21011,bin3,cost,2000
p21011,bin3,cap,20000
p21013,bin1,cost,65
p21013,bin1,cap,1000
p21013,bin2,cost,200
p21013,bin2,cap,2000
p21013,bin3,cost,2000
p21013,bin3,cap,20000
p21015,bin1,cost,65
p21015,bin1,cap,1000
p21015,bin2,cost,200
p21015,bin2,cap,2000
p21015,bin3,cost,2000
p21015,bin3,cap,20000
p21017,bin1,cost,65
p21017,bin1,cap,1000
p21017,bin2,cost,200
p21017,bin2,cap,2000
p21017,bin3,cost,2000
p21017,bin3,cap,20000
p21019,bin1,cost,65
p21019,bin1,cap,1000
p21019,bin2,cost,200
p21019,bin2,cap,2000
p21019,bin3,cost,2000
p21019,bin3,cap,20000
p21021,bin1,cost,65
p21021,bin1,cap,1000
p21021,bin2,cost,200
p21021,bin2,cap,2000
p21021,bin3,cost,2000
p21021,bin3,cap,20000
p21023,bin1,cost,65
p21023,bin1,cap,1000
p21023,bin2,cost,200
p21023,bin2,cap,2000
p21023,bin3,cost,2000
p21023,bin3,cap,20000
p21025,bin1,cost,65
p21025,bin1,cap,1000
p21025,bin2,cost,200
p21025,bin2,cap,2000
p21025,bin3,cost,2000
p21025,bin3,cap,20000
p21027,bin1,cost,65
p21027,bin1,cap,1000
p21027,bin2,cost,200
p21027,bin2,cap,2000
p21027,bin3,cost,2000
p21027,bin3,cap,20000
p21029,bin1,cost,65
p21029,bin1,cap,1000
p21029,bin2,cost,200
p21029,bin2,cap,2000
p21029,bin3,cost,2000
p21029,bin3,cap,20000
p21031,bin1,cost,65
p21031,bin1,cap,1000
p21031,bin2,cost,200
p21031,bin2,cap,2000
p21031,bin3,cost,2000
p21031,bin3,cap,20000
p21033,bin1,cost,65
p21033,bin1,cap,1000
p21033,bin2,cost,200
p21033,bin2,cap,2000
p21033,bin3,cost,2000
p21033,bin3,cap,20000
p21035,bin1,cost,65
p21035,bin1,cap,1000
p21035,bin2,cost,200
p21035,bin2,cap,2000
p21035,bin3,cost,2000
p21035,bin3,cap,20000
p21037,bin1,cost,65
p21037,bin1,cap,1000
p21037,bin2,cost,200
p21037,bin2,cap,2000
p21037,bin3,cost,2000
p21037,bin3,cap,20000
p21039,bin1,cost,65
p21039,bin1,cap,1000
p21039,bin2,cost,200
p21039,bin2,cap,2000
p21039,bin3,cost,2000
p21039,bin3,cap,20000
p21041,bin1,cost,65
p21041,bin1,cap,1000
p21041,bin2,cost,200
p21041,bin2,cap,2000
p21041,bin3,cost,2000
p21041,bin3,cap,20000
p21043,bin1,cost,65
p21043,bin1,cap,1000
p21043,bin2,cost,200
p21043,bin2,cap,2000
p21043,bin3,cost,2000
p21043,bin3,cap,20000
p21045,bin1,cost,65
p21045,bin1,cap,1000
p21045,bin2,cost,200
p21045,bin2,cap,2000
p21045,bin3,cost,2000
p21045,bin3,cap,20000
p21047,bin1,cost,65
p21047,bin1,cap,1000
p21047,bin2,cost,200
p21047,bin2,cap,2000
p21047,bin3,cost,2000
p21047,bin3,cap,20000
p21049,bin1,cost,65
p21049,bin1,cap,1000
p21049,bin2,cost,200
p21049,bin2,cap,2000
p21049,bin3,cost,2000
p21049,bin3,cap,20000
p21051,bin1,cost,65
p21051,bin1,cap,1000
p21051,bin2,cost,200
p21051,bin2,cap,2000
p21051,bin3,cost,2000
p21051,bin3,cap,20000
p21053,bin1,cost,65
p21053,bin1,cap,1000
p21053,bin2,cost,200
p21053,bin2,cap,2000
p21053,bin3,cost,2000
p21053,bin3,cap,20000
p21055,bin1,cost,65
p21055,bin1,cap,1000
p21055,bin2,cost,200
p21055,bin2,cap,2000
p21055,bin3,cost,2000
p21055,bin3,cap,20000
p21057,bin1,cost,65
p21057,bin1,cap,1000
p21057,bin2,cost,200
p21057,bin2,cap,2000
p21057,bin3,cost,2000
p21057,bin3,cap,20000
p21059,bin1,cost,65
p21059,bin1,cap,1000
p21059,bin2,cost,200
p21059,bin2,cap,2000
p21059,bin3,cost,2000
p21059,bin3,cap,20000
p21061,bin1,cost,65
p21061,bin1,cap,1000
p21061,bin2,cost,200
p21061,bin2,cap,2000
p21061,bin3,cost,2000
p21061,bin3,cap,20000
p21063,bin1,cost,65
p21063,bin1,cap,1000
p21063,bin2,cost,200
p21063,bin2,cap,2000
p21063,bin3,cost,2000
p21063,bin3,cap,20000
p21065,bin1,cost,65
p21065,bin1,cap,1000
p21065,bin2,cost,200
p21065,bin2,cap,2000
p21065,bin3,cost,2000
p21065,bin3,cap,20000
p21067,bin1,cost,65
p21067,bin1,cap,1000
p21067,bin2,cost,200
p21067,bin2,cap,2000
p21067,bin3,cost,2000
p21067,bin3,cap,20000
p21069,bin1,cost,65
p21069,bin1,cap,1000
p21069,bin2,cost,200
p21069,bin2,cap,2000
p21069,bin3,cost,2000
p21069,bin3,cap,20000
p21071,bin1,cost,65
p21071,bin1,cap,1000
p21071,bin2,cost,200
p21071,bin2,cap,2000
p21071,bin3,cost,2000
p21071,bin3,cap,20000
p21073,bin1,cost,65
p21073,bin1,cap,1000
p21073,bin2,cost,200
p21073,bin2,cap,2000
p21073,bin3,cost,2000
p21073,bin3,cap,20000
p21075,bin1,cost,65
p21075,bin1,cap,1000
p21075,bin2,cost,200
p21075,bin2,cap,2000
p21075,bin3,cost,2000
p21075,bin3,cap,20000
p21077,bin1,cost,65
p21077,bin1,cap,1000
p21077,bin2,cost,200
p21077,bin2,cap,2000
p21077,bin3,cost,2000
p21077,bin3,cap,20000
p21079,bin1,cost,65
p21079,bin1,cap,1000
p21079,bin2,cost,200
p21079,bin2,cap,2000
p21079,bin3,cost,2000
p21079,bin3,cap,20000
p21081,bin1,cost,65
p21081,bin1,cap,1000
p21081,bin2,cost,200
p21081,bin2,cap,2000
p21081,bin3,cost,2000
p21081,bin3,cap,20000
p21083,bin1,cost,65
p21083,bin1,cap,1000
p21083,bin2,cost,200
p21083,bin2,cap,2000
p21083,bin3,cost,2000
p21083,bin3,cap,20000
p21085,bin1,cost,65
p21085,bin1,cap,1000
p21085,bin2,cost,200
p21085,bin2,cap,2000
p21085,bin3,cost,2000
p21085,bin3,cap,20000
p21087,bin1,cost,65
p21087,bin1,cap,1000
p21087,bin2,cost,200
p21087,bin2,cap,2000
p21087,bin3,cost,2000
p21087,bin3,cap,20000
p21089,bin1,cost,65
p21089,bin1,cap,1000
p21089,bin2,cost,200
p21089,bin2,cap,2000
p21089,bin3,cost,2000
p21089,bin3,cap,20000
p21091,bin1,cost,65
p21091,bin1,cap,1000
p21091,bin2,cost,200
p21091,bin2,cap,2000
p21091,bin3,cost,2000
p21091,bin3,cap,20000
p21093,bin1,cost,65
p21093,bin1,cap,1000
p21093,bin2,cost,200
p21093,bin2,cap,2000
p21093,bin3,cost,2000
p21093,bin3,cap,20000
p21095,bin1,cost,65
p21095,bin1,cap,1000
p21095,bin2,cost,200
p21095,bin2,cap,2000
p21095,bin3,cost,2000
p21095,bin3,cap,20000
p21097,bin1,cost,65
p21097,bin1,cap,1000
p21097,bin2,cost,200
p21097,bin2,cap,2000
p21097,bin3,cost,2000
p21097,bin3,cap,20000
p21099,bin1,cost,65
p21099,bin1,cap,1000
p21099,bin2,cost,200
p21099,bin2,cap,2000
p21099,bin3,cost,2000
p21099,bin3,cap,20000
p21101,bin1,cost,65
p21101,bin1,cap,1000
p21101,bin2,cost,200
p21101,bin2,cap,2000
p21101,bin3,cost,2000
p21101,bin3,cap,20000
p21103,bin1,cost,65
p21103,bin1,cap,1000
p21103,bin2,cost,200
p21103,bin2,cap,2000
p21103,bin3,cost,2000
p21103,bin3,cap,20000
p21105,bin1,cost,65
p21105,bin1,cap,1000
p21105,bin2,cost,200
p21105,bin2,cap,2000
p21105,bin3,cost,2000
p21105,bin3,cap,20000
p21107,bin1,cost,65
p21107,bin1,cap,1000
p21107,bin2,cost,200
p21107,bin2,cap,2000
p21107,bin3,cost,2000
p21107,bin3,cap,20000
p21109,bin1,cost,65
p21109,bin1,cap,1000
p21109,bin2,cost,200
p21109,bin2,cap,2000
p21109,bin3,cost,2000
p21109,bin3,cap,20000
p21111,bin1,cost,65
p21111,bin1,cap,1000
p21111,bin2,cost,200
p21111,bin2,cap,2000
p21111,bin3,cost,2000
p21111,bin3,cap,20000
p21113,bin1,cost,65
p21113,bin1,cap,1000
p21113,bin2,cost,200
p21113,bin2,cap,2000
p21113,bin3,cost,2000
p21113,bin3,cap,20000
p21115,bin1,cost,65
p21115,bin1,cap,1000
p21115,bin2,cost,200
p21115,bin2,cap,2000
p21115,bin3,cost,2000
p21115,bin3,cap,20000
p21117,bin1,cost,65
p21117,bin1,cap,1000
p21117,bin2,cost,200
p21117,bin2,cap,2000
p21117,bin3,cost,2000
p21117,bin3,cap,20000
p21119,bin1,cost,65
p21119,bin1,cap,1000
p21119,bin2,cost,200
p21119,bin2,cap,2000
p21119,bin3,cost,2000
p21119,bin3,cap,20000
p21121,bin1,cost,65
p21121,bin1,cap,1000
p21121,bin2,cost,200
p21121,bin2,cap,2000
p21121,bin3,cost,2000
p21121,bin3,cap,20000
p21123,bin1,cost,65
p21123,bin1,cap,1000
p21123,bin2,cost,200
p21123,bin2,cap,2000
p21123,bin3,cost,2000
p21123,bin3,cap,20000
p21125,bin1,cost,65
p21125,bin1,cap,1000
p21125,bin2,cost,200
p21125,bin2,cap,2000
p21125,bin3,cost,2000
p21125,bin3,cap,20000
p21127,bin1,cost,65
p21127,bin1,cap,1000
p21127,bin2,cost,200
p21127,bin2,cap,2000
p21127,bin3,cost,2000
p21127,bin3,cap,20000
p21129,bin1,cost,65
p21129,bin1,cap,1000
p21129,bin2,cost,200
p21129,bin2,cap,2000
p21129,bin3,cost,2000
p21129,bin3,cap,20000
p21131,bin1,cost,65
p21131,bin1,cap,1000
p21131,bin2,cost,200
p21131,bin2,cap,2000
p21131,bin3,cost,2000
p21131,bin3,cap,20000
p21133,bin1,cost,65
p21133,bin1,cap,1000
p21133,bin2,cost,200
p21133,bin2,cap,2000
p21133,bin3,cost,2000
p21133,bin3,cap,20000
p21135,bin1,cost,65
p21135,bin1,cap,1000
p21135,bin2,cost,200
p21135,bin2,cap,2000
p21135,bin3,cost,2000
p21135,bin3,cap,20000
p21137,bin1,cost,65
p21137,bin1,cap,1000
p21137,bin2,cost,200
p21137,bin2,cap,2000
p21137,bin3,cost,2000
p21137,bin3,cap,20000
p21139,bin1,cost,65
p21139,bin1,cap,1000
p21139,bin2,cost,200
p21139,bin2,cap,2000
p21139,bin3,cost,2000
p21139,bin3,cap,20000
p21141,bin1,cost,65
p21141,bin1,cap,1000
p21141,bin2,cost,200
p21141,bin2,cap,2000
p21141,bin3,cost,2000
p21141,bin3,cap,20000
p21143,bin1,cost,65
p21143,bin1,cap,1000
p21143,bin2,cost,200
p21143,bin2,cap,2000
p21143,bin3,cost,2000
p21143,bin3,cap,20000
p21145,bin1,cost,65
p21145,bin1,cap,1000
p21145,bin2,cost,200
p21145,bin2,cap,2000
p21145,bin3,cost,2000
p21145,bin3,cap,20000
p21147,bin1,cost,65
p21147,bin1,cap,1000
p21147,bin2,cost,200
p21147,bin2,cap,2000
p21147,bin3,cost,2000
p21147,bin3,cap,20000
p21149,bin1,cost,65
p21149,bin1,cap,1000
p21149,bin2,cost,200
p21149,bin2,cap,2000
p21149,bin3,cost,2000
p21149,bin3,cap,20000
p21151,bin1,cost,65
p21151,bin1,cap,1000
p21151,bin2,cost,200
p21151,bin2,cap,2000
p21151,bin3,cost,2000
p21151,bin3,cap,20000
p21153,bin1,cost,65
p21153,bin1,cap,1000
p21153,bin2,cost,200
p21153,bin2,cap,2000
p21153,bin3,cost,2000
p21153,bin3,cap,20000
p21155,bin1,cost,65
p21155,bin1,cap,1000
p21155,bin2,cost,200
p21155,bin2,cap,2000
p21155,bin3,cost,2000
p21155,bin3,cap,20000
p21157,bin1,cost,65
p21157,bin1,cap,1000
p21157,bin2,cost,200
p21157,bin2,cap,2000
p21157,bin3,cost,2000
p21157,bin3,cap,20000
p21159,bin1,cost,65
p21159,bin1,cap,1000
p21159,bin2,cost,200
p21159,bin2,cap,2000
p21159,bin3,cost,2000
p21159,bin3,cap,20000
p21161,bin1,cost,65
p21161,bin1,cap,1000
p21161,bin2,cost,200
p21161,bin2,cap,2000
p21161,bin3,cost,2000
p21161,bin3,cap,20000
p21163,bin1,cost,65
p21163,bin1,cap,1000
p21163,bin2,cost,200
p21163,bin2,cap,2000
p21163,bin3,cost,2000
p21163,bin3,cap,20000
p21165,bin1,cost,65
p21165,bin1,cap,1000
p21165,bin2,cost,200
p21165,bin2,cap,2000
p21165,bin3,cost,2000
p21165,bin3,cap,20000
p21167,bin1,cost,65
p21167,bin1,cap,1000
p21167,bin2,cost,200
p21167,bin2,cap,2000
p21167,bin3,cost,2000
p21167,bin3,cap,20000
p21169,bin1,cost,65
p21169,bin1,cap,1000
p21169,bin2,cost,200
p21169,bin2,cap,2000
p21169,bin3,cost,2000
p21169,bin3,cap,20000
p21171,bin1,cost,65
p21171,bin1,cap,1000
p21171,bin2,cost,200
p21171,bin2,cap,2000
p21171,bin3,cost,2000
p21171,bin3,cap,20000
p21173,bin1,cost,65
p21173,bin1,cap,1000
p21173,bin2,cost,200
p21173,bin2,cap,2000
p21173,bin3,cost,2000
p21173,bin3,cap,20000
p21175,bin1,cost,65
p21175,bin1,cap,1000
p21175,bin2,cost,200
p21175,bin2,cap,2000
p21175,bin3,cost,2000
p21175,bin3,cap,20000
p21177,bin1,cost,65
p21177,bin1,cap,1000
p21177,bin2,cost,200
p21177,bin2,cap,2000
p21177,bin3,cost,2000
p21177,bin3,cap,20000
p21179,bin1,cost,65
p21179,bin1,cap,1000
p21179,bin2,cost,200
p21179,bin2,cap,2000
p21179,bin3,cost,2000
p21179,bin3,cap,20000
p21181,bin1,cost,65
p21181,bin1,cap,1000
p21181,bin2,cost,200
p21181,bin2,cap,2000
p21181,bin3,cost,2000
p21181,bin3,cap,20000
p21183,bin1,cost,65
p21183,bin1,cap,1000
p21183,bin2,cost,200
p21183,bin2,cap,2000
p21183,bin3,cost,2000
p21183,bin3,cap,20000
p21185,bin1,cost,65
p21185,bin1,cap,1000
p21185,bin2,cost,200
p21185,bin2,cap,2000
p21185,bin3,cost,2000
p21185,bin3,cap,20000
p21187,bin1,cost,65
p21187,bin1,cap,1000
p21187,bin2,cost,200
p21187,bin2,cap,2000
p21187,bin3,cost,2000
p21187,bin3,cap,20000
p21189,bin1,cost,65
p21189,bin1,cap,1000
p21189,bin2,cost,200
p21189,bin2,cap,2000
p21189,bin3,cost,2000
p21189,bin3,cap,20000
p21191,bin1,cost,65
p21191,bin1,cap,1000
p21191,bin2,cost,200
p21191,bin2,cap,2000
p21191,bin3,cost,2000
p21191,bin3,cap,20000
p21193,bin1,cost,65
p21193,bin1,cap,1000
p21193,bin2,cost,200
p21193,bin2,cap,2000
p21193,bin3,cost,2000
p21193,bin3,cap,20000
p21195,bin1,cost,65
p21195,bin1,cap,1000
p21195,bin2,cost,200
p21195,bin2,cap,2000
p21195,bin3,cost,2000
p21195,bin3,cap,20000
p21197,bin1,cost,65
p21197,bin1,cap,1000
p21197,bin2,cost,200
p21197,bin2,cap,2000
p21197,bin3,cost,2000
p21197,bin3,cap,20000
p21199,bin1,cost,65
p21199,bin1,cap,1000
p21199,bin2,cost,200
p21199,bin2,cap,2000
p21199,bin3,cost,2000
p21199,bin3,cap,20000
p21201,bin1,cost,65
p21201,bin1,cap,1000
p21201,bin2,cost,200
p21201,bin2,cap,2000
p21201,bin3,cost,2000
p21201,bin3,cap,20000
p21203,bin1,cost,65
p21203,bin1,cap,1000
p21203,bin2,cost,200
p21203,bin2,cap,2000
p21203,bin3,cost,2000
p21203,bin3,cap,20000
p21205,bin1,cost,65
p21205,bin1,cap,1000
p21205,bin2,cost,200
p21205,bin2,cap,2000
p21205,bin3,cost,2000
p21205,bin3,cap,20000
p21207,bin1,cost,65
p21207,bin1,cap,1000
p21207,bin2,cost,200
p21207,bin2,cap,2000
p21207,bin3,cost,2000
p21207,bin3,cap,20000
p21209,bin1,cost,65
p21209,bin1,cap,1000
p21209,bin2,cost,200
p21209,bin2,cap,2000
p21209,bin3,cost,2000
p21209,bin3,cap,20000
p21211,bin1,cost,65
p21211,bin1,cap,1000
p21211,bin2,cost,200
p21211,bin2,cap,2000
p21211,bin3,cost,2000
p21211,bin3,cap,20000
p21213,bin1,cost,65
p21213,bin1,cap,1000
p21213,bin2,cost,200
p21213,bin2,cap,2000
p21213,bin3,cost,2000
p21213,bin3,cap,20000
p21215,bin1,cost,65
p21215,bin1,cap,1000
p21215,bin2,cost,200
p21215,bin2,cap,2000
p21215,bin3,cost,2000
p21215,bin3,cap,20000
p21217,bin1,cost,65
p21217,bin1,cap,1000
p21217,bin2,cost,200
p21217,bin2,cap,2000
p21217,bin3,cost,2000
p21217,bin3,cap,20000
p21219,bin1,cost,65
p21219,bin1,cap,1000
p21219,bin2,cost,200
p21219,bin2,cap,2000
p21219,bin3,cost,2000
p21219,bin3,cap,20000
p21221,bin1,cost,65
p21221,bin1,cap,1000
p21221,bin2,cost,200
p21221,bin2,cap,2000
p21221,bin3,cost,2000
p21221,bin3,cap,20000
p21223,bin1,cost,65
p21223,bin1,cap,1000
p21223,bin2,cost,200
p21223,bin2,cap,2000
p21223,bin3,cost,2000
p21223,bin3,cap,20000
p21225,bin1,cost,65
p21225,bin1,cap,1000
p21225,bin2,cost,200
p21225,bin2,cap,2000
p21225,bin3,cost,2000
p21225,bin3,cap,20000
p21227,bin1,cost,65
p21227,bin1,cap,1000
p21227,bin2,cost,200
p21227,bin2,cap,2000
p21227,bin3,cost,2000
p21227,bin3,cap,20000
p21229,bin1,cost,65
p21229,bin1,cap,1000
p21229,bin2,cost,200
p21229,bin2,cap,2000
p21229,bin3,cost,2000
p21229,bin3,cap,20000
p21231,bin1,cost,65
p21231,bin1,cap,1000
p21231,bin2,cost,200
p21231,bin2,cap,2000
p21231,bin3,cost,2000
p21231,bin3,cap,20000
p21233,bin1,cost,65
p21233,bin1,cap,1000
p21233,bin2,cost,200
p21233,bin2,cap,2000
p21233,bin3,cost,2000
p21233,bin3,cap,20000
p21235,bin1,cost,65
p21235,bin1,cap,1000
p21235,bin2,cost,200
p21235,bin2,cap,2000
p21235,bin3,cost,2000
p21235,bin3,cap,20000
p21237,bin1,cost,65
p21237,bin1,cap,1000
p21237,bin2,cost,200
p21237,bin2,cap,2000
p21237,bin3,cost,2000
p21237,bin3,cap,20000
p21239,bin1,cost,65
p21239,bin1,cap,1000
p21239,bin2,cost,200
p21239,bin2,cap,2000
p21239,bin3,cost,2000
p21239,bin3,cap,20000
p24001,bin1,cost,65
p24001,bin1,cap,1000
p24001,bin2,cost,200
p24001,bin2,cap,2000
p24001,bin3,cost,2000
p24001,bin3,cap,20000
p24003,bin1,cost,65
p24003,bin1,cap,1000
p24003,bin2,cost,200
p24003,bin2,cap,2000
p24003,bin3,cost,2000
p24003,bin3,cap,20000
p24005,bin1,cost,65
p24005,bin1,cap,1000
p24005,bin2,cost,200
p24005,bin2,cap,2000
p24005,bin3,cost,2000
p24005,bin3,cap,20000
p24009,bin1,cost,65
p24009,bin1,cap,1000
p24009,bin2,cost,200
p24009,bin2,cap,2000
p24009,bin3,cost,2000
p24009,bin3,cap,20000
p24011,bin1,cost,65
p24011,bin1,cap,1000
p24011,bin2,cost,200
p24011,bin2,cap,2000
p24011,bin3,cost,2000
p24011,bin3,cap,20000
p24013,bin1,cost,65
p24013,bin1,cap,1000
p24013,bin2,cost,200
p24013,bin2,cap,2000
p24013,bin3,cost,2000
p24013,bin3,cap,20000
p24015,bin1,cost,65
p24015,bin1,cap,1000
p24015,bin2,cost,200
p24015,bin2,cap,2000
p24015,bin3,cost,2000
p24015,bin3,cap,20000
p24017,bin1,cost,65
p24017,bin1,cap,1000
p24017,bin2,cost,200
p24017,bin2,cap,2000
p24017,bin3,cost,2000
p24017,bin3,cap,20000
p24019,bin1,cost,65
p24019,bin1,cap,1000
p24019,bin2,cost,200
p24019,bin2,cap,2000
p24019,bin3,cost,2000
p24019,bin3,cap,20000
p24021,bin1,cost,65
p24021,bin1,cap,1000
p24021,bin2,cost,200
p24021,bin2,cap,2000
p24021,bin3,cost,2000
p24021,bin3,cap,20000
p24023,bin1,cost,65
p24023,bin1,cap,1000
p24023,bin2,cost,200
p24023,bin2,cap,2000
p24023,bin3,cost,2000
p24023,bin3,cap,20000
p24025,bin1,cost,65
p24025,bin1,cap,1000
p24025,bin2,cost,200
p24025,bin2,cap,2000
p24025,bin3,cost,2000
p24025,bin3,cap,20000
p24027,bin1,cost,65
p24027,bin1,cap,1000
p24027,bin2,cost,200
p24027,bin2,cap,2000
